param_hidden_layer_sizes,param_activation,param_batch_size,param_max_iter,param_alpha,mean_test_score,rank_test_score,mean_train_score
"(3,)",tanh,50,800,0.01,-0.14715908980411765,537,-0.14507505721742076
"(5,)",tanh,50,200,0.01,-0.14820742067057924,627,-0.14590860505188735
"(5,)",tanh,50,400,0.01,-0.14650403562884456,399,-0.14450597816196903
"(5,)",tanh,50,800,0.01,-0.14716592842789725,540,-0.14483248574101099
"(7,)",tanh,50,200,0.01,-0.14682347181718053,483,-0.14547973342435233
"(7,)",tanh,50,400,0.01,-0.14511462197758568,187,-0.14442672155714958
"(7,)",tanh,50,800,0.01,-0.14467523105513147,112,-0.14396773804210036
"(9,)",tanh,50,200,0.01,-0.14527321874475996,210,-0.14495948322021437
"(9,)",tanh,50,400,0.01,-0.14474331785561723,122,-0.14281606123306134
"(9,)",tanh,50,800,0.01,-0.14421476756274867,45,-0.14253769527026514
"(11,)",tanh,50,200,0.01,-0.14639839548121641,381,-0.14617384185243548
"(11,)",tanh,50,400,0.01,-0.1444032500634463,68,-0.1440430751379337
"(11,)",tanh,50,800,0.01,-0.14603352652192947,313,-0.14319836445979603
"(13,)",tanh,50,200,0.01,-0.14646142893585995,391,-0.14493841451557607
"(13,)",tanh,50,400,0.01,-0.1452854428863839,213,-0.14381991535707922
"(13,)",tanh,50,800,0.01,-0.14590527646819154,289,-0.14349702360079145
"(15,)",tanh,50,200,0.01,-0.14454214861724246,86,-0.14455775258462938
"(15,)",tanh,50,400,0.01,-0.1447464305643191,123,-0.1445783769518216
"(15,)",tanh,50,800,0.01,-0.1447464305643191,123,-0.1445783769518216
"(17,)",tanh,50,200,0.01,-0.14501190082624046,167,-0.14401713372635333
"(17,)",tanh,50,400,0.01,-0.14420281549583883,42,-0.14352676618096166
"(17,)",tanh,50,800,0.01,-0.1445993810138966,99,-0.14300688175931708
"(19,)",tanh,50,200,0.01,-0.14511332191562964,186,-0.14434003578337068
"(19,)",tanh,50,400,0.01,-0.14452314713255743,85,-0.14398922740853673
"(19,)",tanh,50,800,0.01,-0.14420677897439244,44,-0.14382636205014707
"(21,)",tanh,50,200,0.01,-0.14423509209828617,50,-0.14493398173466265
"(21,)",tanh,50,400,0.01,-0.1444449383357682,78,-0.1438498399235162
"(21,)",tanh,50,800,0.01,-0.1444449383357682,78,-0.1438498399235162
"(1,)",tanh,100,200,0.01,-0.1486091639518849,646,-0.1481072629504786
"(1,)",tanh,100,400,0.01,-0.14497603922080113,157,-0.14374955262591035
"(1,)",tanh,100,800,0.01,-0.1448743628107956,142,-0.1433152625309292
"(3,)",tanh,100,200,0.01,-0.1491714863235906,706,-0.14712714070321015
"(3,)",tanh,100,400,0.01,-0.14677879410942757,470,-0.1452349485218852
"(3,)",tanh,100,800,0.01,-0.14698070518303769,504,-0.1451008968694004
"(5,)",tanh,100,200,0.01,-0.1499455224429813,815,-0.1480852897041533
"(5,)",tanh,100,400,0.01,-0.14798798601075192,615,-0.14531796344645548
"(5,)",tanh,100,800,0.01,-0.14671115641975602,457,-0.14417833665709975
"(7,)",tanh,100,200,0.01,-0.14652783272634393,409,-0.14553471510442748
"(7,)",tanh,100,400,0.01,-0.14695191034425636,501,-0.1450720723591032
"(7,)",tanh,100,800,0.01,-0.14489883848920584,147,-0.14418277510685695
"(9,)",tanh,100,200,0.01,-0.14683054074050408,485,-0.14547971005941696
"(9,)",tanh,100,400,0.01,-0.14512469012611237,188,-0.14363500572856838
"(9,)",tanh,100,800,0.01,-0.14516841046408907,194,-0.14320309639144593
"(11,)",tanh,100,200,0.01,-0.14667421753675877,446,-0.14639112283852543
"(11,)",tanh,100,400,0.01,-0.14459947172946705,100,-0.14553091414785582
"(11,)",tanh,100,800,0.01,-0.14533099685784565,225,-0.1437685619450679
"(13,)",tanh,100,200,0.01,-0.1479981967676363,617,-0.1460406734827197
"(13,)",tanh,100,400,0.01,-0.14529772689693218,218,-0.14447828641622154
"(13,)",tanh,100,800,0.01,-0.1450291105471275,172,-0.14322682487078536
"(15,)",tanh,100,200,0.01,-0.14714847602866454,534,-0.14601554950235823
"(15,)",tanh,100,400,0.01,-0.14487687176245373,143,-0.1447732074437857
"(15,)",tanh,100,800,0.01,-0.14472605246749698,118,-0.14473999780227387
"(17,)",tanh,100,200,0.01,-0.14672425169086084,462,-0.14506990211613166
"(17,)",tanh,100,400,0.01,-0.14436063067063626,65,-0.144638243349514
"(17,)",tanh,100,800,0.01,-0.14528050384287666,211,-0.1430637467646449
"(19,)",tanh,100,200,0.01,-0.14444338756721642,77,-0.14499386948477422
"(19,)",tanh,100,400,0.01,-0.14433471673265055,60,-0.14390434567909538
"(19,)",tanh,100,800,0.01,-0.1446550537707314,107,-0.14336068775104588
"(21,)",tanh,100,200,0.01,-0.1450788648162835,177,-0.14525732216226928
"(21,)",tanh,100,400,0.01,-0.14479143538277586,133,-0.14434035909036794
"(21,)",tanh,100,800,0.01,-0.14479045993513748,132,-0.14379447562646766
"(1,)",tanh,200,200,0.01,-0.15734722500412987,1029,-0.15628303395630716
"(1,)",tanh,200,400,0.01,-0.14668767287582593,448,-0.14659512372091993
"(1,)",tanh,200,800,0.01,-0.14507708211906636,175,-0.14437268698552344
"(3,)",tanh,200,200,0.01,-0.15590324243598555,1023,-0.15522618033702482
"(3,)",tanh,200,400,0.01,-0.14756469545416143,584,-0.14660024015521111
"(3,)",tanh,200,800,0.01,-0.14730837387045254,552,-0.1454765481474922
"(5,)",tanh,200,200,0.01,-0.15276012716263437,1002,-0.15126553072475718
"(5,)",tanh,200,400,0.01,-0.15032369885550834,860,-0.1477892962361281
"(5,)",tanh,200,800,0.01,-0.14799162667600915,616,-0.14515576536577526
"(7,)",tanh,200,200,0.01,-0.1499289537670706,813,-0.14895679691794964
"(7,)",tanh,200,400,0.01,-0.14702293862662852,510,-0.14488894369591326
"(7,)",tanh,200,800,0.01,-0.14642384627941887,388,-0.14474619867862476
"(9,)",tanh,200,200,0.01,-0.15041254113814612,874,-0.14970947436696935
"(9,)",tanh,200,400,0.01,-0.14680115854330303,473,-0.1454491760129982
"(9,)",tanh,200,800,0.01,-0.1466520604598349,444,-0.1449619328694059
"(11,)",tanh,200,200,0.01,-0.14895556901758983,680,-0.14887976102950412
"(11,)",tanh,200,400,0.01,-0.1460234372089445,312,-0.14620295063502384
"(11,)",tanh,200,800,0.01,-0.14528323754515496,212,-0.14544682944979298
"(13,)",tanh,200,200,0.01,-0.14780532988758266,607,-0.14769346120950097
"(13,)",tanh,200,400,0.01,-0.14703017188227616,513,-0.14627976345100357
"(13,)",tanh,200,800,0.01,-0.14629387045173844,367,-0.1451296259577624
"(15,)",tanh,200,200,0.01,-0.1472934113652471,551,-0.14838152612062566
"(15,)",tanh,200,400,0.01,-0.14693027804034894,497,-0.14590428649009
"(15,)",tanh,200,800,0.01,-0.14431556081627384,58,-0.14482765756501598
"(17,)",tanh,200,200,0.01,-0.14705920728521846,517,-0.14649804806134142
"(17,)",tanh,200,400,0.01,-0.14670441148660227,456,-0.1455868963348139
"(17,)",tanh,200,800,0.01,-0.14597728659932804,304,-0.14393451389645476
"(19,)",tanh,200,200,0.01,-0.14653786742326122,413,-0.1461500578229893
"(19,)",tanh,200,400,0.01,-0.14542703119273095,238,-0.14510002261615007
"(19,)",tanh,200,800,0.01,-0.14543639983578932,242,-0.1447512328283827
"(21,)",tanh,200,200,0.01,-0.14681290943290418,476,-0.14606732253466354
"(21,)",tanh,200,400,0.01,-0.14655922007136174,418,-0.1452092073592448
"(21,)",tanh,200,800,0.01,-0.14529114423935846,216,-0.14472118280827267
"(1,)",tanh,50,200,1,-0.14891420072931413,678,-0.1493729077659111
"(1,)",tanh,50,400,1,-0.1485083908968226,643,-0.14973991004701268
"(1,)",tanh,50,800,1,-0.1485083908968226,643,-0.14973991004701268
"(3,)",tanh,50,200,1,-0.1502914479774919,856,-0.14926949633389208
"(3,)",tanh,50,400,1,-0.15031753716054394,858,-0.14971581807323103
"(3,)",tanh,50,800,1,-0.15031753716054394,858,-0.14971581807323103
"(5,)",tanh,50,200,1,-0.14841614351957605,641,-0.14960890061774293
"(5,)",tanh,50,400,1,-0.14873952123258666,656,-0.14958507275493133
"(5,)",tanh,50,800,1,-0.14873952123258666,656,-0.14958507275493133
"(7,)",tanh,50,200,1,-0.14946923837097909,734,-0.14960830947886533
"(7,)",tanh,50,400,1,-0.14969009803732009,781,-0.14968691541543264
"(7,)",tanh,50,800,1,-0.1496895299358786,780,-0.1494257803981639
"(9,)",tanh,50,200,1,-0.1500267330810037,829,-0.14927200205657182
"(9,)",tanh,50,400,1,-0.1496566933809166,776,-0.14937730895028692
"(9,)",tanh,50,800,1,-0.1496566933809166,776,-0.14937730895028692
"(11,)",tanh,50,200,1,-0.14841165221091862,640,-0.14932308240323006
"(11,)",tanh,50,400,1,-0.14882851426980098,660,-0.1494798348788639
"(11,)",tanh,50,800,1,-0.14882851426980098,660,-0.14963759912057212
"(13,)",tanh,50,200,1,-0.1487176068501368,652,-0.14937593303963329
"(13,)",tanh,50,400,1,-0.1494853312748989,737,-0.1496620568645495
"(13,)",tanh,50,800,1,-0.1494853312748989,737,-0.1496620568645495
"(15,)",tanh,50,200,1,-0.14971421618771388,791,-0.14961220416335097
"(15,)",tanh,50,400,1,-0.14884768428874628,669,-0.1496365166422869
"(15,)",tanh,50,800,1,-0.14884768428874628,669,-0.1496365166422869
"(17,)",tanh,50,200,1,-0.14914609121493888,700,-0.1500785921380719
"(17,)",tanh,50,400,1,-0.14830584399280217,632,-0.14953258577501582
"(17,)",tanh,50,800,1,-0.14830584399280217,632,-0.14953258577501582
"(19,)",tanh,50,200,1,-0.14862730822444417,647,-0.14950555971938595
"(19,)",tanh,50,400,1,-0.14954029454421475,748,-0.14963496596187895
"(19,)",tanh,50,800,1,-0.14954029454421475,748,-0.14963496596187895
"(21,)",tanh,50,200,1,-0.14882905474165709,662,-0.1500015467784493
"(21,)",tanh,50,400,1,-0.14939512801191673,726,-0.14966248683930755
"(21,)",tanh,50,800,1,-0.14939512801191673,726,-0.14966248683930755
"(1,)",tanh,100,200,1,-0.15061810156325062,905,-0.15021108329240554
"(1,)",tanh,100,400,1,-0.14939402459563964,724,-0.1490637414515463
"(1,)",tanh,100,800,1,-0.14939402459563964,724,-0.1490637414515463
"(3,)",tanh,100,200,1,-0.15092727028265523,932,-0.1506541963329482
"(3,)",tanh,100,400,1,-0.15105993537508092,967,-0.14934916895904007
"(3,)",tanh,100,800,1,-0.15095750236940325,942,-0.14937598252697792
"(5,)",tanh,100,200,1,-0.15001422970335834,825,-0.1502600684124571
"(5,)",tanh,100,400,1,-0.15044151481687648,883,-0.14916635907369896
"(5,)",tanh,100,800,1,-0.15013122025654319,839,-0.14955786010280758
"(7,)",tanh,100,200,1,-0.149612829028069,769,-0.14924647003059544
"(7,)",tanh,100,400,1,-0.15095485237314324,939,-0.1493242635248218
"(7,)",tanh,100,800,1,-0.15002794605807426,830,-0.14955833658720158
"(9,)",tanh,100,200,1,-0.14856328984052866,645,-0.1482725295741841
"(9,)",tanh,100,400,1,-0.1500309082953135,833,-0.14824951667873865
"(9,)",tanh,100,800,1,-0.15055628905766438,901,-0.14871905558060008
"(11,)",tanh,100,200,1,-0.1490918948187625,695,-0.1482698767557487
"(11,)",tanh,100,400,1,-0.1505596142533708,903,-0.14864318644299823
"(11,)",tanh,100,800,1,-0.14919533507641855,707,-0.14861602856126593
"(13,)",tanh,100,200,1,-0.1504565098693938,887,-0.14919071323772018
"(13,)",tanh,100,400,1,-0.15086362997467262,929,-0.14877406309763216
"(13,)",tanh,100,800,1,-0.15075702944029484,921,-0.14900804716791993
"(15,)",tanh,100,200,1,-0.15044690322110832,884,-0.1492189400529078
"(15,)",tanh,100,400,1,-0.1502114852415289,846,-0.14880071928203464
"(15,)",tanh,100,800,1,-0.15032453033237178,861,-0.14882660215559904
"(17,)",tanh,100,200,1,-0.14940558417004923,732,-0.14903444693422147
"(17,)",tanh,100,400,1,-0.14990758113782382,807,-0.14924519955050605
"(17,)",tanh,100,800,1,-0.14990758113782382,807,-0.14924519955050605
"(19,)",tanh,100,200,1,-0.14929264921299887,716,-0.14874866695969013
"(19,)",tanh,100,400,1,-0.15094874562533653,934,-0.14877390855849787
"(19,)",tanh,100,800,1,-0.15094874562533653,934,-0.14877390855849787
"(21,)",tanh,100,200,1,-0.15076190756988983,924,-0.14906262770331566
"(21,)",tanh,100,400,1,-0.15065410592125908,909,-0.14893176870758845
"(21,)",tanh,100,800,1,-0.15065410592125908,909,-0.14893176870758845
"(1,)",tanh,200,200,1,-0.1590838463750258,1033,-0.15826511797223566
"(1,)",tanh,200,400,1,-0.15000331075123588,821,-0.14987213396021254
"(1,)",tanh,200,800,1,-0.14884163424890387,666,-0.14908775187036893
"(3,)",tanh,200,200,1,-0.18696043746450464,1065,-0.18512661664150643
"(3,)",tanh,200,400,1,-0.15051337286946248,890,-0.1499270352466747
"(3,)",tanh,200,800,1,-0.15002639785272903,828,-0.14937521263758466
"(5,)",tanh,200,200,1,-0.15171002266169262,995,-0.15093539094193464
"(5,)",tanh,200,400,1,-0.14979259135852863,795,-0.1497390784061043
"(5,)",tanh,200,800,1,-0.1503432688608644,869,-0.14950568874340903
"(7,)",tanh,200,200,1,-0.15080605238916164,925,-0.1497685074446336
"(7,)",tanh,200,400,1,-0.14981010442408133,799,-0.14908783581869545
"(7,)",tanh,200,800,1,-0.1495192351358275,747,-0.14853810227227596
"(9,)",tanh,200,200,1,-0.15147967385194633,990,-0.1499231069575923
"(9,)",tanh,200,400,1,-0.14749250105316444,573,-0.14798421590569125
"(9,)",tanh,200,800,1,-0.1488383508797217,663,-0.14861704860137745
"(11,)",tanh,200,200,1,-0.14866416332535656,650,-0.14895946930452428
"(11,)",tanh,200,400,1,-0.149092301508543,696,-0.1479584642961121
"(11,)",tanh,200,800,1,-0.14790180785674756,613,-0.147561333638552
"(13,)",tanh,200,200,1,-0.14961223817205105,768,-0.15016018328799152
"(13,)",tanh,200,400,1,-0.15033246028292835,867,-0.14882033603363212
"(13,)",tanh,200,800,1,-0.15033246028292835,867,-0.14882033603363212
"(15,)",tanh,200,200,1,-0.1501170445394082,837,-0.14916553021911613
"(15,)",tanh,200,400,1,-0.15003064604066996,831,-0.14927125775291827
"(15,)",tanh,200,800,1,-0.15003064604066996,831,-0.14927125775291827
"(17,)",tanh,200,200,1,-0.14907958902217366,693,-0.1496401297755466
"(17,)",tanh,200,400,1,-0.15091180050865988,930,-0.14853407264933113
"(17,)",tanh,200,800,1,-0.15050939576965341,889,-0.14856075915718203
"(19,)",tanh,200,200,1,-0.15096648488397066,952,-0.14961352284563484
"(19,)",tanh,200,400,1,-0.1500235156663418,826,-0.14832661802008332
"(19,)",tanh,200,800,1,-0.1510621158426558,968,-0.14882536245323907
"(21,)",tanh,200,200,1,-0.1496151207971955,771,-0.14914289582569476
"(21,)",tanh,200,400,1,-0.14788463823793618,611,-0.14769371198057607
"(21,)",tanh,200,800,1,-0.14788463823793618,611,-0.14769371198057607
"(1,)",relu,50,200,0.0001,-0.16249753747490542,1045,-0.15902028132957946
"(1,)",relu,50,400,0.0001,-0.1617978192097483,1043,-0.15857019743046036
"(1,)",relu,50,800,0.0001,-0.16023921846610278,1037,-0.15735532775594674
"(3,)",relu,50,200,0.0001,-0.14958746901667722,760,-0.1483286692582535
"(3,)",relu,50,400,0.0001,-0.1466484986629283,443,-0.14410119698951598
"(3,)",relu,50,800,0.0001,-0.1460695968168971,320,-0.14345145464397957
"(5,)",relu,50,200,0.0001,-0.14701933262820152,508,-0.146147049873281
"(5,)",relu,50,400,0.0001,-0.14518881142930912,196,-0.1429888969130691
"(5,)",relu,50,800,0.0001,-0.14423522404054806,51,-0.14210086287392737
"(7,)",relu,50,200,0.0001,-0.1474969458124913,575,-0.1468178103805187
"(7,)",relu,50,400,0.0001,-0.14500315406218525,161,-0.14393874478728258
"(7,)",relu,50,800,0.0001,-0.14544180201386908,244,-0.1438022197205457
"(9,)",relu,50,200,0.0001,-0.14529902822630142,220,-0.14474973801948327
"(9,)",relu,50,400,0.0001,-0.14622224903599518,358,-0.14393837678199445
"(9,)",relu,50,800,0.0001,-0.14611304683791673,331,-0.14417543347592182
"(11,)",relu,50,200,0.0001,-0.14551402118090268,252,-0.14534096646471267
"(11,)",relu,50,400,0.0001,-0.14470222333011076,116,-0.14429140641503685
"(11,)",relu,50,800,0.0001,-0.14490124459680725,148,-0.14404465460224514
"(13,)",relu,50,200,0.0001,-0.14723294875543885,544,-0.1443683430580573
"(13,)",relu,50,400,0.0001,-0.14676894068747953,468,-0.14212028512460012
"(13,)",relu,50,800,0.0001,-0.1447714188820819,130,-0.13944835444333623
"(15,)",relu,50,200,0.0001,-0.14607677562439822,324,-0.14270983736313958
"(15,)",relu,50,400,0.0001,-0.14531650000462049,221,-0.14102860251052504
"(15,)",relu,50,800,0.0001,-0.1459696096990187,302,-0.14116021659339464
"(17,)",relu,50,200,0.0001,-0.14467351117939548,111,-0.14293926564398954
"(17,)",relu,50,400,0.0001,-0.14297470679258528,4,-0.14029531326436978
"(17,)",relu,50,800,0.0001,-0.14396166084939502,29,-0.13968907649258236
"(19,)",relu,50,200,0.0001,-0.14438675046964716,66,-0.1429129867341971
"(19,)",relu,50,400,0.0001,-0.14412144213960199,38,-0.13941796134910264
"(19,)",relu,50,800,0.0001,-0.1474993303408944,576,-0.13793965249406753
"(21,)",relu,50,200,0.0001,-0.1456663161420412,265,-0.14237262634008604
"(21,)",relu,50,400,0.0001,-0.14545852455335662,245,-0.14142384780930836
"(21,)",relu,50,800,0.0001,-0.14250823093808807,2,-0.1401462804465944
"(1,)",relu,100,200,0.0001,-0.16382530223572017,1047,-0.16238076460444323
"(1,)",relu,100,400,0.0001,-0.16125759863230285,1041,-0.1582441116172288
"(1,)",relu,100,800,0.0001,-0.1617026487355829,1042,-0.15840851205279072
"(3,)",relu,100,200,0.0001,-0.15105063081321407,964,-0.15127726304420347
"(3,)",relu,100,400,0.0001,-0.1470856109964631,524,-0.1460376582090496
"(3,)",relu,100,800,0.0001,-0.1471431722134238,532,-0.14410021459286823
"(5,)",relu,100,200,0.0001,-0.1473708716084224,561,-0.14755950843359944
"(5,)",relu,100,400,0.0001,-0.14756069632905847,581,-0.14528626953672602
"(5,)",relu,100,800,0.0001,-0.14620708115581157,356,-0.14252003782110792
"(7,)",relu,100,200,0.0001,-0.15097181386111275,955,-0.14937817917801918
"(7,)",relu,100,400,0.0001,-0.1464430743561568,390,-0.14483244772698214
"(7,)",relu,100,800,0.0001,-0.14512684046213709,189,-0.14385808141413875
"(9,)",relu,100,200,0.0001,-0.1460881428157427,327,-0.14558477285228613
"(9,)",relu,100,400,0.0001,-0.1461189337036996,334,-0.14458627941211805
"(9,)",relu,100,800,0.0001,-0.14670116778172365,455,-0.14461659288875667
"(11,)",relu,100,200,0.0001,-0.14542725656097338,239,-0.14472216747751024
"(11,)",relu,100,400,0.0001,-0.14651113546673478,403,-0.14529000690503213
"(11,)",relu,100,800,0.0001,-0.1453411030169309,230,-0.14418417560156427
"(13,)",relu,100,200,0.0001,-0.1480183848505491,621,-0.14585063147485453
"(13,)",relu,100,400,0.0001,-0.14661642166218333,434,-0.14412584900384934
"(13,)",relu,100,800,0.0001,-0.1462291182402181,359,-0.14043180087240356
"(15,)",relu,100,200,0.0001,-0.1482247050910883,628,-0.14485466906193495
"(15,)",relu,100,400,0.0001,-0.1461480859572883,335,-0.14333525869918443
"(15,)",relu,100,800,0.0001,-0.14602228712678528,311,-0.14091566557270405
"(17,)",relu,100,200,0.0001,-0.1459643063497079,300,-0.1445034487817534
"(17,)",relu,100,400,0.0001,-0.14531856449704833,222,-0.1413965154191682
"(17,)",relu,100,800,0.0001,-0.14241662704413985,1,-0.1388615702227726
"(19,)",relu,100,200,0.0001,-0.14502191388762373,169,-0.1439715840688955
"(19,)",relu,100,400,0.0001,-0.14450571459928824,82,-0.14087293322900915
"(19,)",relu,100,800,0.0001,-0.1433253089025341,7,-0.1396169177442095
"(21,)",relu,100,200,0.0001,-0.1441719076728733,40,-0.14328375870727553
"(21,)",relu,100,400,0.0001,-0.14566106857975003,263,-0.14146389988086758
"(21,)",relu,100,800,0.0001,-0.14392879726765173,27,-0.13954020588427868
"(1,)",relu,200,200,0.0001,-0.1777214059384801,1058,-0.17772741744263806
"(1,)",relu,200,400,0.0001,-0.1646700139867161,1049,-0.16204464221594808
"(1,)",relu,200,800,0.0001,-0.16218678427680347,1044,-0.1592886534961103
"(3,)",relu,200,200,0.0001,-0.18396051826207388,1061,-0.18371303537120084
"(3,)",relu,200,400,0.0001,-0.15123020687912178,977,-0.14982156856228412
"(3,)",relu,200,800,0.0001,-0.1466570654687211,445,-0.14512595372351406
"(5,)",relu,200,200,0.0001,-0.15073487895266321,914,-0.1499505840872053
"(5,)",relu,200,400,0.0001,-0.14897524704034612,683,-0.14753092565469367
"(5,)",relu,200,800,0.0001,-0.14581944111540662,276,-0.14454724011423345
"(7,)",relu,200,200,0.0001,-0.1539229239343582,1019,-0.15301410101098525
"(7,)",relu,200,400,0.0001,-0.15055637895013113,902,-0.14924794411070244
"(7,)",relu,200,800,0.0001,-0.14607922909760993,325,-0.1442575752909143
"(9,)",relu,200,200,0.0001,-0.14957694799405089,756,-0.1477441581247701
"(9,)",relu,200,400,0.0001,-0.14716265001590467,538,-0.14534273418836513
"(9,)",relu,200,800,0.0001,-0.14444068517448985,76,-0.1446976385182464
"(11,)",relu,200,200,0.0001,-0.14662998593479615,438,-0.14668415433142928
"(11,)",relu,200,400,0.0001,-0.14454999730981274,89,-0.14501967757679773
"(11,)",relu,200,800,0.0001,-0.14607399674112073,323,-0.14536868763743954
"(13,)",relu,200,200,0.0001,-0.14750651174988536,577,-0.1471068097799665
"(13,)",relu,200,400,0.0001,-0.14722458210951578,543,-0.1460964207182087
"(13,)",relu,200,800,0.0001,-0.14663118020892724,440,-0.14382908747366907
"(15,)",relu,200,200,0.0001,-0.15021569396570375,847,-0.14771735854149168
"(15,)",relu,200,400,0.0001,-0.14758843527743118,587,-0.14444478534224076
"(15,)",relu,200,800,0.0001,-0.14533186658029731,226,-0.14300972673993556
"(17,)",relu,200,200,0.0001,-0.1475954289696882,589,-0.14636519208255672
"(17,)",relu,200,400,0.0001,-0.14672574129359886,463,-0.1443876676535512
"(17,)",relu,200,800,0.0001,-0.1429187653127923,3,-0.14029551574173
"(19,)",relu,200,200,0.0001,-0.1463123966131155,371,-0.14628164984304026
"(19,)",relu,200,400,0.0001,-0.1455233195266782,255,-0.14367275970693086
"(19,)",relu,200,800,0.0001,-0.14435711135581175,63,-0.13946505314123783
"(21,)",relu,200,200,0.0001,-0.14674222545390025,464,-0.14599035579973124
"(21,)",relu,200,400,0.0001,-0.1442578988488533,53,-0.14322941361657343
"(21,)",relu,200,800,0.0001,-0.14594981887326158,296,-0.1417951497205026
"(1,)",relu,50,200,0.01,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,50,400,0.01,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,50,800,0.01,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",relu,50,200,0.01,-0.14989273623244173,804,-0.1483814555309312
"(3,)",relu,50,400,0.01,-0.146118780413171,333,-0.1440459126981714
"(3,)",relu,50,800,0.01,-0.14692735397816425,496,-0.1434755140682403
"(5,)",relu,50,200,0.01,-0.14662231644228552,436,-0.14598381284393763
"(5,)",relu,50,400,0.01,-0.14601107069574432,309,-0.14515341378773008
"(5,)",relu,50,800,0.01,-0.1458472290786311,280,-0.14496510872709747
"(7,)",relu,50,200,0.01,-0.14902271131793438,684,-0.14643973189599618
"(7,)",relu,50,400,0.01,-0.1455848511849947,260,-0.14415607320703874
"(7,)",relu,50,800,0.01,-0.14568505572332208,269,-0.14374733333934
"(9,)",relu,50,200,0.01,-0.14591261767766245,292,-0.14475328259714543
"(9,)",relu,50,400,0.01,-0.1453522565975002,231,-0.1449143544362589
"(9,)",relu,50,800,0.01,-0.14601608964216645,310,-0.14501957553414455
"(11,)",relu,50,200,0.01,-0.14551402118090268,252,-0.14525942733018413
"(11,)",relu,50,400,0.01,-0.14458831741739697,98,-0.14432146925638117
"(11,)",relu,50,800,0.01,-0.14446929835527086,81,-0.14456510990375307
"(13,)",relu,50,200,0.01,-0.1465854189573431,421,-0.14453506401595637
"(13,)",relu,50,400,0.01,-0.1466447352895285,442,-0.14236727840037483
"(13,)",relu,50,800,0.01,-0.1462210258579039,357,-0.14132004162574868
"(15,)",relu,50,200,0.01,-0.1461935992521635,351,-0.1436674425856543
"(15,)",relu,50,400,0.01,-0.14489114874410075,146,-0.1423266047842915
"(15,)",relu,50,800,0.01,-0.14474756932454763,125,-0.14213513512477816
"(17,)",relu,50,200,0.01,-0.14526219175693772,209,-0.1429123991237133
"(17,)",relu,50,400,0.01,-0.1444478747198003,80,-0.14081799276805523
"(17,)",relu,50,800,0.01,-0.14326961971315358,5,-0.14023568473238773
"(19,)",relu,50,200,0.01,-0.14611666196197637,332,-0.14327369129897352
"(19,)",relu,50,400,0.01,-0.14366763106132857,12,-0.13959853832010355
"(19,)",relu,50,800,0.01,-0.14331797684681535,6,-0.13831803575452764
"(21,)",relu,50,200,0.01,-0.14598221737608397,306,-0.1419374272160617
"(21,)",relu,50,400,0.01,-0.14502837279231753,171,-0.14123553682051676
"(21,)",relu,50,800,0.01,-0.1443940036069355,67,-0.1404857472262976
"(1,)",relu,100,200,0.01,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,100,400,0.01,-0.2081159988975152,1110,-0.20812235208854135
"(1,)",relu,100,800,0.01,-0.2081159988975152,1110,-0.20812235208854135
"(3,)",relu,100,200,0.01,-0.1513494413535183,982,-0.15125128744951877
"(3,)",relu,100,400,0.01,-0.14687068409604837,493,-0.14574394169243185
"(3,)",relu,100,800,0.01,-0.14650293798178055,398,-0.1442365059523555
"(5,)",relu,100,200,0.01,-0.14671279302244436,459,-0.14576544115966772
"(5,)",relu,100,400,0.01,-0.14711847510919612,526,-0.1453662506120696
"(5,)",relu,100,800,0.01,-0.14604431806639503,315,-0.14523278128897793
"(7,)",relu,100,200,0.01,-0.1574983225056587,1031,-0.1534981525557706
"(7,)",relu,100,400,0.01,-0.1468205043782036,482,-0.14533791314217454
"(7,)",relu,100,800,0.01,-0.14678729882465433,471,-0.14388228628664154
"(9,)",relu,100,200,0.01,-0.14693044288766582,498,-0.14588177745273748
"(9,)",relu,100,400,0.01,-0.145690320209388,270,-0.1447504866633778
"(9,)",relu,100,800,0.01,-0.14534008703703202,229,-0.14478102062810067
"(11,)",relu,100,200,0.01,-0.1455293486885882,258,-0.14477553555672137
"(11,)",relu,100,400,0.01,-0.146410984328676,385,-0.14534408890597544
"(11,)",relu,100,800,0.01,-0.14536619713591317,232,-0.14407754093115083
"(13,)",relu,100,200,0.01,-0.14748215884692475,571,-0.14622734717505498
"(13,)",relu,100,400,0.01,-0.14651888683146339,405,-0.1441546170906793
"(13,)",relu,100,800,0.01,-0.1468078726233933,475,-0.14166453103961338
"(15,)",relu,100,200,0.01,-0.14772253196683877,598,-0.14520838135299546
"(15,)",relu,100,400,0.01,-0.14619042551041228,350,-0.1432786385559101
"(15,)",relu,100,800,0.01,-0.14466141860036544,108,-0.14270640691551378
"(17,)",relu,100,200,0.01,-0.14630137668243176,369,-0.14463241477222466
"(17,)",relu,100,400,0.01,-0.14533844744759772,227,-0.14278127119407197
"(17,)",relu,100,800,0.01,-0.1452331065560688,204,-0.14041447748082647
"(19,)",relu,100,200,0.01,-0.1447692274813632,129,-0.1446390401717908
"(19,)",relu,100,400,0.01,-0.14410710934786958,37,-0.1416108822518297
